id,recency,total_purchase,frequency,last_purchase_amount,region,gender,age,repeater
3700368156,170,6.53,2,3.59,West,Male,32,No
1832521171,68,15.67,4,3.9,South-East,Male,37,No
303633361,165,6,2,3,South-West,Female,28,Yes
4616917703,237,4.59,1,4.59,Mid-Atlantic,Male,52,Yes
310796717,115,6.59,2,3,South-West,Male,48,Yes
563661188,92,6.28,2,2.99,Mid-Atlantic,Female,42,Yes
4034917602,81,7.18,2,3.59,West,Male,47,Yes
699570499,163,7.08,2,3.59,South-East,Male,30,Yes
722652160,101,8.18,2,3.99,Mid-West,Female,35,Yes
4174653169,45,11.97,3,4.29,South-East,Female,43,No
497793357,259,3.19,1,3.19,Mid-Atlantic,Male,27,No
222605316,347,3.79,1,3.79,Mid-Atlantic,Male,28,No
583063346,80,4,1,4,Mid-Atlantic,Male,57,Yes
624992526,21,40.15,10,2.5,North-West,Female,53,No
582926341,15,7.98,2,3.99,Mid-Atlantic,Female,47,Yes
697148340,20,6.78,2,3.19,South-East,Male,25,No
4048190753,191,4.18,1,4.18,West,Male,32,Yes
559235431,303,3.29,1,3.29,Mid-Atlantic,Male,32,No
4624333353,359,5.39,1,5.39,Mid-Atlantic,Male,37,No
313140413,230,7.08,2,3.49,South-West,Male,37,No
587768656,85,3.66,1,3.66,South-East,Male,22,Yes
3670585316,350,6.78,2,6.78,Mid-West,Male,37,No
495939409,73,7.98,2,3.99,Mid-Atlantic,Male,32,No
4625492696,180,3.99,1,3.99,Mid-Atlantic,Female,32,Yes
2567921408,216,6.58,2,3.29,West,Female,58,Yes
400667320,140,3.59,1,3.59,West,Female,47,Yes
4626131792,243,3.79,1,3.79,Mid-West,Female,62,Yes
496676938,78,10.17,3,2.99,Mid-Atlantic,Male,27,No
744438888,16,3.99,1,3.99,South-West,Female,45,Yes
496736038,215,7.98,1,7.98,Mid-Atlantic,Male,22,No
677729407,279,4.49,1,4.49,West,Male,45,Yes
498589512,105,7.18,2,3.99,Mid-Atlantic,Female,57,Yes
3847671353,181,12.37,3,3.99,Mid-Atlantic,Male,68,Yes
552899914,278,4.29,1,4.29,South-East,Female,47,No
4620824604,167,7.98,1,7.98,South-East,Female,42,No
702603564,236,3.99,1,3.99,West,Female,40,Yes
471169488,76,7.79,2,4.45,North-West,Female,37,No
621979936,95,4.99,1,4.99,South-East,Female,32,Yes
450431720,35,14.37,5,2.79,West,Female,38,Yes
3031771087,177,3.49,1,3.49,South-East,Female,53,No
730988992,259,4.29,1,4.29,North-West,Male,40,No
3043185981,20,25.99,6,8.97,Mid-West,Female,49,No
500457419,159,7.98,1,7.98,Mid-Atlantic,Male,32,No
4633347781,53,7.98,2,3.99,Mid-Atlantic,Male,22,No
719398377,109,3.59,1,3.59,West,Male,25,No
501167862,46,3.99,1,3.99,Mid-Atlantic,Female,32,Yes
557933724,213,3.99,1,3.99,Mid-Atlantic,Female,32,No
143706328,42,3.99,1,3.99,South-West,Female,51,No
497586877,94,10.57,2,3.99,Mid-Atlantic,Female,52,Yes
4641219028,181,3.79,1,3.79,Mid-West,Female,57,No
497693507,27,3.19,1,3.19,Mid-Atlantic,Male,27,No
498384948,86,8.97,2,5.98,Mid-Atlantic,Female,27,No
1406759211,101,11.66,4,2.99,West,Female,37,No
4635262078,98,3.99,1,3.99,Mid-West,Male,67,No
301263932,80,5.16,2,3,North-East,Male,38,No
4129495428,99,11.83,1,11.83,Mid-West,Male,63,No
732018827,103,6.08,2,2.99,Mid-West,Female,40,No
3296627179,271,3.49,1,3.49,North-East,Male,52,Yes
556023225,41,5.98,2,5.98,Mid-Atlantic,Male,22,No
310574222,30,226.24,17,15,South-West,Female,29,Yes
558016460,205,3.19,1,3.19,Mid-Atlantic,Female,37,Yes
496199380,222,3.99,1,3.99,Mid-Atlantic,Male,32,No
497507619,246,3.29,1,3.29,Mid-Atlantic,Female,27,No
595990212,197,5.29,1,5.29,Mid-Atlantic,Female,32,Yes
124232426,201,3.19,1,3.19,North-East,Female,46,Yes
517885758,107,6,2,3,South-West,Female,22,Yes
4629919633,60,7.78,2,3.79,Mid-Atlantic,Female,37,No
4626309533,54,3.99,1,3.99,Mid-West,Female,37,Yes
342286122,87,6.98,1,6.98,West,Female,27,No
463859863,98,5.58,2,2.79,West,Female,42,Yes
1015995009,76,16.69,6,2.24,West,Male,57,Yes
143916656,45,4.99,1,4.99,North-East,Male,26,No
1260342899,114,33.11,9,3.59,North-West,Female,42,No
2231501651,155,3.09,1,3.09,South-East,Female,33,Yes
310796392,223,3.59,1,3.59,South-West,Female,43,Yes
471283318,72,6,2,3,North-West,Male,42,Yes
4638676305,33,3.79,1,3.79,Mid-Atlantic,Male,32,No
713822770,206,3.39,1,3.39,West,Male,30,Yes
4628955849,165,8.98,2,4.49,South-East,Female,27,Yes
4090198244,49,15,4,3.75,South-East,Female,38,No
749576359,90,7.2,2,3.45,Mid-West,Female,35,Yes
309384010,323,3.39,1,3.39,South-West,Male,33,No
4630747458,68,7.78,2,3.89,Mid-Atlantic,Female,47,Yes
3530747046,66,8.91,3,2.97,South-East,Female,47,No
713037562,181,3.39,1,3.39,West,Female,35,No
499700121,58,10.57,3,3.99,Mid-Atlantic,Female,22,Yes
462058054,92,17.45,5,3.49,West,Female,33,Yes
495447573,144,6.38,1,6.38,Mid-Atlantic,Female,27,Yes
562407120,171,3.19,1,3.19,Mid-Atlantic,Male,22,No
2639073662,177,6.9,1,6.9,Mid-West,Male,28,No
496470720,234,7.5,1,7.5,West,Male,42,Yes
313046371,106,13.77,4,3,South-West,Female,38,Yes
4616097933,79,3.19,1,3.19,South-East,Male,37,No
3666520318,151,3.19,1,3.19,Mid-Atlantic,Female,27,Yes
4631048819,39,4.99,1,4.99,Mid-Atlantic,Female,27,Yes
2444303627,76,16.27,4,4.48,West,Female,34,No
2754172278,65,8.24,2,4.12,North-West,Male,28,No
579068886,64,4.09,1,4.09,South-East,Female,42,No
541593924,244,6.28,2,3.49,Mid-West,Male,37,No
3679637168,39,3.44,1,3.44,West,Female,47,Yes
608676863,44,4.69,1,4.69,South-East,Female,27,Yes
500320992,264,3.19,1,3.19,Mid-Atlantic,Male,27,No
1730416224,184,6.08,2,3.29,West,Female,21,Yes
4637309079,170,3.49,1,3.49,Mid-West,Male,52,Yes
500640244,80,22.94,6,3.99,Mid-Atlantic,Female,43,Yes
566458329,134,3.19,1,3.19,Mid-Atlantic,Male,37,No
3391095821,45,5.79,2,2.82,South-East,Male,47,No
613327924,56,4.69,1,4.69,South-East,Male,37,No
583622052,57,26.45,5,5.29,Mid-Atlantic,Female,33,No
679727517,90,3.79,1,3.79,South-West,Female,65,No
2955235438,32,89.06,24,3.69,South-East,Female,44,Yes
3440036374,28,7.89,3,2.5,Mid-Atlantic,Female,37,Yes
619414355,168,3.49,1,3.49,South-East,Female,37,Yes
4617980247,46,3.99,1,3.99,Mid-West,Male,62,No
476866589,217,4.49,1,4.49,West,Female,27,Yes
4617863705,105,3.39,1,3.39,South-East,Male,72,No
563065494,264,3.19,1,3.19,Mid-Atlantic,Male,27,No
3681150202,216,3.99,1,3.99,Mid-Atlantic,Female,47,Yes
500580632,241,3.29,1,3.29,Mid-Atlantic,Female,32,No
1882157029,59,13.77,3,4.59,West,Male,52,Yes
4101323076,146,5.96,2,2.97,South-East,Male,37,No
1887957454,57,3.39,1,3.39,North-West,Male,31,No
765720588,48,13.96,4,6.38,South-East,Female,61,No
2635183451,77,5.98,2,2.99,West,Male,58,Yes
3639874804,200,3.69,1,3.69,West,Male,47,Yes
2307636089,208,4.7,1,4.7,North-East,Male,53,Yes
769586317,32,13.9,4,3.57,Mid-West,Female,46,No
756666187,67,7.58,2,3.79,South-East,Male,20,No
571754588,92,11.96,3,2.69,South-East,Female,63,No
496349347,203,3.19,1,3.19,Mid-Atlantic,Female,52,Yes
4637461557,194,4.19,1,4.19,Mid-Atlantic,Male,42,Yes
3382397271,73,8.98,3,3.08,South-East,Female,52,No
310851847,94,7.88,2,4.29,South-West,Female,28,Yes
743424469,273,4.19,1,4.19,West,Male,50,Yes
3047109100,193,3.49,1,3.49,South-East,Female,28,No
740899219,160,5.69,1,5.69,South-East,Female,25,Yes
2151018041,47,6.98,1,6.98,South-East,Male,33,No
135682019,192,4.49,1,4.49,South-East,Male,41,No
4626628688,108,4.59,1,4.59,Mid-Atlantic,Female,42,Yes
496689241,318,3.99,1,3.99,Mid-Atlantic,Female,37,No
1829493179,175,3.99,1,3.99,Mid-Atlantic,Male,46,Yes
3542946650,55,6.58,2,3.29,Mid-West,Male,37,No
2450489515,109,7.98,2,3.99,Mid-Atlantic,Male,38,No
4629536721,233,4.49,1,4.49,Mid-Atlantic,Male,32,No
563027390,188,6.48,2,3.19,Mid-Atlantic,Male,22,Yes
2071087189,173,4.63,2,4.63,Mid-West,Male,38,No
495636890,77,8.97,2,8.97,Mid-Atlantic,Male,47,Yes
3600360659,286,3.69,1,3.69,West,Male,27,No
724353508,37,7.68,2,3.19,South-East,Male,45,No
599981338,259,3.99,1,3.99,Mid-Atlantic,Male,32,No
2547204612,83,11.97,3,3.99,West,Female,34,Yes
126241554,111,4.29,4,4.49,North-East,Female,31,Yes
500860158,182,3.19,1,3.19,Mid-Atlantic,Female,22,Yes
679317447,30,3.44,1,3.44,West,Male,35,No
3575866614,276,3.29,1,3.29,West,Male,37,No
354121138,181,11.97,3,3.99,West,Female,53,Yes
700116859,216,3.29,1,3.29,West,Male,35,No
547900362,176,6.09,1,6.09,South-East,Female,42,No
3755683013,200,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
4628152003,186,3.49,1,3.49,South-East,Female,32,No
327266035,106,13.26,3,9.97,South-East,Female,48,Yes
2169424797,171,3.99,1,3.99,Mid-Atlantic,Female,48,Yes
686551402,63,6.08,2,3.09,Mid-West,Female,50,Yes
620890402,124,3.69,1,3.69,South-East,Female,32,No
391575682,222,3.99,1,3.99,South-East,Female,47,No
2498727190,62,7.54,3,2.99,West,Male,23,No
3659741472,156,3.29,1,3.29,North-West,Male,42,No
566275626,133,7.18,2,3.19,Mid-Atlantic,Female,22,Yes
2794989656,156,6.53,2,2.99,North-West,Female,28,Yes
555928682,36,5.49,1,5.49,North-East,Male,52,Yes
596470382,172,5.29,1,5.29,Mid-Atlantic,Female,32,Yes
2358275694,39,3.49,1,3.49,South-East,Male,38,No
4635070222,174,16.56,4,3.99,Mid-Atlantic,Male,38,No
310338671,250,4.69,1,4.69,South-West,Female,38,Yes
4617419087,340,4.99,1,4.99,Mid-Atlantic,Male,27,No
311077286,203,3.49,1,3.49,South-West,Female,28,No
370693653,74,16.07,3,3,South-West,Female,53,Yes
313085880,248,7.38,2,3.69,South-West,Female,37,Yes
624312263,139,5.49,2,2.5,North-West,Female,37,Yes
4638393774,49,9.68,2,5.19,Mid-Atlantic,Female,22,Yes
2959150780,166,3.59,1,3.59,North-East,Female,48,Yes
1849234039,44,4.65,1,4.65,South-East,Female,31,No
218382869,59,3.29,1,3.29,Mid-Atlantic,Male,48,Yes
3604052200,236,3.49,1,3.49,West,Female,47,Yes
3684767814,252,3.59,1,3.59,Mid-West,Female,72,Yes
4635093930,30,11.77,3,3.99,South-East,Male,48,No
3494236264,36,5.94,2,2.97,North-West,Female,52,Yes
4636144639,28,23.64,6,3.99,South-East,Female,53,Yes
4637349201,88,3.99,1,3.99,Mid-Atlantic,Female,62,Yes
452705753,186,3.7,1,3.7,West,Male,42,Yes
370427292,181,6,1,6,South-West,Female,37,No
404739990,86,15.96,4,4.09,South-East,Male,33,No
4619186522,111,3.79,1,3.79,Mid-Atlantic,Male,32,Yes
2315523707,148,3.49,1,3.49,North-West,Male,38,No
463617624,74,3.79,1,3.79,West,Male,32,No
556972545,234,6.48,2,3.29,Mid-Atlantic,Female,37,Yes
4454223969,237,7.98,2,3.99,Mid-Atlantic,Male,52,Yes
3744657140,17,19.95,5,3.99,South-East,Female,58,No
3804327753,16,16.77,6,5,West,Female,58,Yes
436267023,161,6,2,3,West,Female,37,No
495398964,182,3.19,1,3.19,Mid-Atlantic,Male,32,Yes
599238409,54,14.57,3,5.29,Mid-Atlantic,Female,38,No
3807548925,130,5.99,2,2.99,Mid-West,Female,47,No
1923871240,214,12.34,4,3.49,North-East,Male,37,No
229758060,50,15.86,4,3.29,Mid-Atlantic,Female,39,No
2833609272,27,33.81,7,6.3,Mid-West,Female,34,No
142366137,116,15.95,4,6.98,North-East,Male,47,Yes
495829640,155,3.19,1,3.19,Mid-Atlantic,Female,52,Yes
495511433,158,7.28,2,3.99,Mid-Atlantic,Male,47,Yes
446488404,139,3.59,1,3.59,West,Male,47,Yes
4619902957,52,16.56,4,3.99,Mid-West,Male,48,Yes
723422549,172,3.99,1,3.99,Mid-West,Female,55,No
4627262790,52,3.99,1,3.99,Mid-Atlantic,Female,47,Yes
4624099014,82,3.79,1,3.79,Mid-Atlantic,Female,22,Yes
532851323,98,3.49,1,3.49,South-East,Female,37,No
2327265679,61,3.79,1,3.79,Mid-West,Male,43,No
1933973231,54,3.99,1,3.99,Mid-Atlantic,Male,36,Yes
1799418396,180,9.08,2,4.59,South-East,Male,46,No
3792520451,108,14.48,3,5.89,West,Male,38,No
1844050654,61,22.95,5,5.29,Mid-Atlantic,Male,32,Yes
4616038509,185,3.49,1,3.49,Mid-West,Female,42,No
3798030640,51,3.99,1,3.99,Mid-Atlantic,Male,67,Yes
587421142,83,20.16,4,4.99,South-East,Female,38,No
4630685190,88,3.89,1,3.89,Mid-Atlantic,Female,27,No
2187193483,213,7.98,2,7.98,South-East,Male,28,No
722361471,190,3.39,1,3.39,North-West,Female,35,Yes
499602939,96,5.54,2,5.54,Mid-Atlantic,Female,42,Yes
4105822029,56,3.56,1,3.56,South-East,Female,37,Yes
218436587,80,17.95,5,3.29,Mid-Atlantic,Male,39,No
3702911609,89,8.67,3,3.19,South-West,Female,52,No
4616930471,106,3.79,1,3.79,Mid-Atlantic,Female,37,No
1835368726,169,9.04,4,4.02,Mid-West,Female,61,Yes
1777076039,82,10.58,2,5.29,Mid-Atlantic,Female,36,Yes
2187179008,67,3.49,1,3.49,North-West,Male,38,No
143352709,337,3.49,1,3.49,North-East,Female,36,No
4625549231,55,3.99,1,3.99,South-East,Male,47,Yes
4627683936,15,7.78,2,3.89,Mid-Atlantic,Male,37,Yes
3388862003,26,370.01,101,5.24,South-East,Female,53,Yes
3341303342,72,7.03,2,3.54,Mid-West,Male,62,No
4188373833,47,6,1,6,Mid-Atlantic,Female,42,Yes
4435731682,37,25.15,2,3.99,Mid-Atlantic,Female,58,Yes
747376173,69,3.44,1,3.44,West,Female,45,Yes
2643018462,233,3.49,1,3.49,South-West,Female,48,No
222637917,92,14.66,3,3.29,Mid-Atlantic,Male,54,Yes
3792788584,188,9.28,2,5.29,Mid-Atlantic,Male,52,Yes
584082199,252,12.77,3,3.99,Mid-Atlantic,Male,48,Yes
576364927,344,3.19,1,3.19,Mid-Atlantic,Male,22,No
496881485,313,3.29,1,3.29,Mid-Atlantic,Female,27,No
309320174,237,4.79,1,4.79,South-West,Male,38,No
463083145,39,5.29,1,5.29,West,Male,37,No
3822212152,195,3.45,1,3.45,Mid-West,Female,52,No
598755761,172,3.99,1,3.99,Mid-Atlantic,Female,37,Yes
311861769,126,6,2,3,South-West,Female,42,No
597628244,224,7.98,2,3.99,Mid-Atlantic,Male,17,No
2211633730,163,3.09,1,3.09,South-East,Male,18,No
1773084874,27,11.42,3,3.54,Mid-West,Female,51,No
400428250,17,33.44,10,5,West,Female,43,Yes
715049015,112,3.09,1,3.09,South-East,Female,25,No
3979378822,46,7.38,2,3.99,Mid-West,Male,67,No
603238231,96,4,1,4,Mid-Atlantic,Male,42,Yes
3964048884,194,3.85,1,3.85,North-West,Male,22,Yes
601046291,109,7.98,2,3.99,Mid-Atlantic,Male,42,Yes
4627778505,53,3.79,1,3.79,Mid-Atlantic,Female,27,No
309023917,32,18,6,3,South-West,Female,39,No
495834268,159,7.28,2,3.99,Mid-Atlantic,Male,52,Yes
4628471683,94,4.69,1,4.69,Mid-Atlantic,Male,42,Yes
495426385,90,10.37,3,3.99,Mid-Atlantic,Female,32,No
4629654725,210,6.48,2,3.19,Mid-West,Female,42,No
1938950611,213,3.69,1,3.69,West,Female,41,Yes
496690972,16,24.13,4,7.98,Mid-Atlantic,Male,38,No
361162045,163,9.57,3,2.79,North-West,Male,37,Yes
2208934111,113,8.33,3,2.65,Mid-West,Female,48,No
592955906,252,6.36,2,6.36,West,Male,47,Yes
498054014,192,6.48,2,3.19,Mid-Atlantic,Male,37,No
2833896681,39,3.59,1,3.59,West,Female,28,Yes
4635545502,140,3.39,1,3.39,Mid-Atlantic,Male,32,Yes
452516255,95,7.58,2,3.29,West,Male,57,Yes
498595656,47,29.3,8,3.39,Mid-Atlantic,Male,58,Yes
3389510696,195,10.77,3,7.18,North-East,Female,32,Yes
136747497,174,3.49,1,3.49,South-East,Male,31,Yes
678074178,88,6.9,2,3.45,Mid-West,Female,65,Yes
4635346909,58,7.58,2,3.79,Mid-Atlantic,Male,42,Yes
436584340,104,3.59,1,3.59,South-East,Female,57,No
679409015,342,4.33,1,4.33,South-West,Female,35,No
495569909,204,3.19,1,3.19,Mid-Atlantic,Male,37,No
3829385675,116,7.98,2,3.99,Mid-Atlantic,Male,62,Yes
564617657,112,6.76,2,2.77,Mid-Atlantic,Male,27,No
3959482540,206,5.86,2,2.93,Mid-West,Female,22,Yes
4629540007,62,18.95,5,3.79,Mid-Atlantic,Female,58,Yes
3282632007,193,3.99,1,3.99,Mid-Atlantic,Female,72,Yes
4638679737,34,3.99,1,3.99,Mid-West,Male,57,Yes
1085543522,124,6.78,2,3.39,North-West,Female,26,No
4639895434,53,7.78,2,3.99,Mid-West,Male,52,No
3450635453,26,11.67,3,3.89,South-East,Female,48,No
3015851538,239,6.58,2,6.58,Mid-West,Female,28,Yes
1725379838,179,3.59,1,3.59,North-East,Female,41,Yes
3986595487,185,3.49,1,3.49,South-East,Female,32,No
2809333516,128,11.56,3,2.79,South-West,Female,58,No
4634449168,59,4.19,1,4.19,Mid-Atlantic,Female,37,No
3546351284,190,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
501380068,29,9.47,2,5.98,Mid-Atlantic,Female,27,Yes
3511634715,21,23.82,8,2.89,Mid-Atlantic,Female,48,Yes
2648960994,86,3.59,1,3.59,North-East,Female,33,Yes
1731127370,123,15.16,4,7.18,Mid-Atlantic,Female,42,Yes
2500984483,97,13.46,4,3.29,West,Female,49,Yes
438235847,91,6.98,2,3.49,West,Female,52,Yes
141865983,34,21.04,5,3.59,North-East,Female,62,Yes
543234916,122,8.97,2,5.98,South-East,Female,32,No
4616395082,41,29.85,5,3.99,Mid-West,Female,78,Yes
685750649,188,6.78,1,6.78,West,Female,25,Yes
599421547,209,12.37,2,7.98,Mid-Atlantic,Female,48,Yes
495449883,157,3.19,1,3.19,Mid-Atlantic,Male,62,Yes
142812110,89,8.98,2,4.49,South-East,Male,36,No
4627367981,110,3.99,1,3.99,Mid-West,Female,62,No
4628048784,165,4.99,1,4.99,Mid-Atlantic,Male,42,Yes
500919109,41,12.56,4,2.99,Mid-Atlantic,Female,38,Yes
310651928,231,4.39,1,4.39,South-West,Female,28,No
123976987,73,9.97,3,6.98,South-East,Female,26,No
3616006105,147,7.5,2,5,West,Female,42,Yes
757967003,67,6.68,2,3.19,South-East,Female,35,No
308426857,300,3.59,1,3.59,South-West,Male,23,No
601777379,73,10.98,3,4,Mid-Atlantic,Female,37,Yes
452708862,94,11.58,3,3.79,West,Female,52,Yes
2712397472,143,6.88,2,2.99,North-West,Female,68,No
583298457,163,7.98,2,3.99,Mid-Atlantic,Female,32,Yes
4633458316,22,43.89,10,3.99,Mid-West,Female,43,No
1939283656,205,3.49,1,3.49,South-East,Male,31,Yes
4447982243,25,3.99,1,3.99,South-East,Female,27,Yes
598864059,86,4,1,4,Mid-Atlantic,Female,32,Yes
495696868,63,22.43,7,5.98,Mid-Atlantic,Male,48,Yes
1837203636,33,3.99,1,3.99,Mid-West,Male,51,No
495490331,122,3.99,1,3.99,Mid-Atlantic,Female,42,Yes
661182769,32,14.95,2,11.96,Mid-Atlantic,Male,46,Yes
497803733,75,6.18,2,2.99,Mid-Atlantic,Female,22,No
597700834,40,11.97,3,3.99,Mid-Atlantic,Female,38,Yes
2839903164,59,4.29,1,4.29,West,Female,23,Yes
4618381459,183,3.79,1,3.79,Mid-Atlantic,Female,42,Yes
4616397411,99,8.48,2,3.99,Mid-Atlantic,Female,27,Yes
497740764,109,6.76,1,6.76,Mid-Atlantic,Female,42,Yes
3451234249,200,3.29,1,3.29,West,Female,62,Yes
474381633,146,3.4,1,3.4,West,Female,27,Yes
683184456,298,3.49,1,3.49,West,Male,40,No
257716011,337,3.99,1,3.99,Mid-Atlantic,Female,38,No
565360550,266,3.49,1,3.49,South-East,Male,27,No
85811085,33,18.57,5,2.79,South-East,Female,31,No
4635920962,264,7.78,2,3.89,South-East,Female,37,No
2613005083,50,6.58,2,3.59,West,Male,28,Yes
724402836,98,13.76,3,3.39,West,Female,46,Yes
497891107,75,3.99,1,3.99,Mid-Atlantic,Female,32,Yes
708545582,204,6.58,2,3.29,West,Male,40,No
4637858095,111,11.67,2,3.89,Mid-Atlantic,Male,33,Yes
4622832095,204,4.49,1,4.49,Mid-Atlantic,Male,42,Yes
2759853775,220,4.18,1,4.18,North-West,Female,43,Yes
4641016124,124,6.38,1,6.38,Mid-West,Male,27,No
124897371,313,3.79,1,3.79,South-East,Female,31,No
438039377,230,6.88,2,6.88,West,Male,37,Yes
496591116,277,3.29,1,3.29,Mid-Atlantic,Female,47,Yes
681299999,27,12.48,4,3.19,South-West,Female,36,Yes
501158485,175,6.38,2,3.19,Mid-Atlantic,Female,27,Yes
684947271,50,32.36,9,5.66,South-West,Female,41,No
2671700749,338,3.99,1,3.99,North-West,Female,43,No
4627338534,151,3.69,1,3.69,Mid-Atlantic,Male,27,No
341686380,56,7.18,2,3.39,West,Female,37,No
501432346,187,7.18,2,3.19,Mid-Atlantic,Male,42,Yes
714124308,212,3.99,1,3.99,South-West,Female,40,Yes
4625769230,61,7.78,2,3.89,Mid-Atlantic,Female,27,No
4637768484,47,10.38,2,5.19,Mid-Atlantic,Male,42,Yes
2652955947,354,3.49,1,3.49,South-East,Male,53,No
716506882,74,8.38,2,3.99,South-East,Female,35,Yes
680173899,165,10.57,2,6.98,South-West,Female,35,No
497548055,333,3.29,1,3.29,Mid-Atlantic,Female,37,No
4637877279,29,11.97,3,3.99,Mid-Atlantic,Female,53,Yes
678890388,109,15.85,5,3.39,West,Female,51,Yes
1941823303,88,4.69,1,4.69,West,Female,41,Yes
2632765583,35,493.96,132,3,North-West,Male,64,Yes
2587462643,79,9.88,3,2.24,West,Female,23,No
437030150,218,3.49,1,3.49,West,Female,42,Yes
542013609,122,4.23,1,4.23,Mid-West,Female,27,No
3365054163,40,3.59,1,3.59,North-East,Male,42,Yes
577297073,160,7.68,2,2.99,South-East,Female,42,No
617566432,78,3.39,1,3.39,South-East,Female,47,No
4193355734,200,5.49,1,5.49,North-East,Male,47,Yes
4629641036,194,6.38,2,6.38,Mid-Atlantic,Female,47,Yes
600958068,268,7.98,2,7.98,Mid-Atlantic,Female,42,Yes
618813816,70,10.87,3,3.69,South-East,Female,27,Yes
3634881954,137,10.53,3,3.69,West,Female,22,No
4618731044,54,9.18,2,4.59,Mid-Atlantic,Male,47,Yes
3046742121,355,5.98,2,5.98,South-East,Female,48,No
497886485,175,7.98,2,3.99,Mid-Atlantic,Male,42,Yes
4634591408,180,3.99,1,3.99,Mid-West,Male,72,No
500105742,200,3.19,1,3.19,Mid-Atlantic,Male,37,No
371211758,115,27.83,5,3,South-West,Male,78,No
423246636,72,4.09,1,4.09,South-East,Male,47,No
2722686969,62,3.19,1,3.19,North-West,Male,28,No
500533600,227,6.48,2,3.29,Mid-Atlantic,Male,17,Yes
725011879,106,6.78,2,3.39,West,Male,55,Yes
4632425195,34,7.58,2,3.79,Mid-Atlantic,Female,42,Yes
498263699,48,3.99,1,3.99,Mid-Atlantic,Male,37,No
242757367,136,3.09,1,3.09,South-East,Female,28,No
732557753,74,6.14,2,3.15,Mid-West,Male,45,No
311052986,309,3.49,1,3.49,South-West,Female,43,No
719251346,62,3.69,1,3.69,West,Female,55,Yes
3413290924,60,7.38,2,3.69,North-West,Female,42,Yes
2816169037,349,3.29,1,3.29,North-West,Female,28,No
2976462092,61,5.19,2,2.99,West,Male,43,Yes
500665339,95,3.99,1,3.99,Mid-Atlantic,Male,32,No
3390611087,168,11.42,3,6.38,North-West,Female,47,No
583888894,35,11.96,4,5.98,Mid-Atlantic,Female,48,Yes
571164940,96,5.18,2,2.69,South-East,Female,22,No
3550438380,132,17.42,3,8.97,Mid-West,Female,63,No
2351981332,241,3.45,1,3.45,Mid-West,Female,33,Yes
566795867,42,3.75,1,3.75,South-East,Male,27,No
4619258872,278,3.79,1,3.79,Mid-Atlantic,Female,37,No
4635416250,61,13.67,3,4.19,South-East,Female,38,Yes
622033162,178,4.59,1,4.59,South-East,Male,32,No
680884745,205,3.49,1,3.49,South-East,Male,45,No
1946241053,34,3.45,1,3.45,Mid-West,Female,41,No
2213403324,258,3.49,1,3.49,South-East,Male,33,No
126643142,52,3.49,1,3.49,North-East,Female,51,Yes
603578880,32,10.97,3,2.99,Mid-Atlantic,Female,32,Yes
1933674903,40,26.91,5,5.98,West,Female,67,Yes
1846920773,123,3.99,1,3.99,Mid-Atlantic,Female,51,Yes
436483641,191,6,1,6,West,Female,42,Yes
4623505506,27,3.99,1,3.99,Mid-West,Male,52,No
4635484398,46,3.39,1,3.39,Mid-Atlantic,Male,37,No
450819976,180,21.07,5,4.39,West,Female,63,Yes
498022202,232,3.29,1,3.29,Mid-Atlantic,Female,42,Yes
495968909,106,16.56,3,3.99,Mid-Atlantic,Female,43,Yes
3769056072,28,3.99,1,3.99,Mid-Atlantic,Female,32,No
618756732,156,3.49,1,3.49,South-East,Female,52,Yes
3847537976,47,6.99,2,3,Mid-Atlantic,Female,27,No
497818753,230,11.07,3,3.29,Mid-Atlantic,Male,37,No
4624046608,202,3.79,1,3.79,Mid-Atlantic,Male,32,Yes
3610530853,86,10.3,3,2.99,West,Male,37,No
2134160171,234,3.4,1,3.4,West,Female,33,Yes
1763545028,159,3.59,1,3.59,South-East,Male,36,No
308316978,15,26.33,7,4.29,South-West,Male,39,Yes
1778210880,212,3.99,1,3.99,Mid-Atlantic,Female,31,Yes
750248981,36,6.03,2,3.54,Mid-West,Female,70,No
4633490083,252,14.07,3,4.69,Mid-Atlantic,Female,38,Yes
144324172,86,14.67,2,6.69,North-East,Female,42,Yes
